User ID,GENDER,AGE,WORKING,REGION,Hours Listening to Music
12784,Female,41,Employed 30+ hours a week,North,Less than an hour
30304,Female,24,Employed 30+ hours a week,Midlands,6 hours
19201,Female,15,Full-time student,South,2 hours
8846,Female,30,,Centre,2
2043,Male,21,Employed 30+ hours a week,North,Less than an hour
26825,Male,50,Employed 30+ hours a week,North,8 hours
37598,Female,47,Employed 8-29 hours per week,North,8 hours
29217,Male,45,Temporarily unemployed,North,0 Hours
32782,Male,74,,,1
32084,Male,40,Employed 30+ hours a week,North,2 hours
20852,Female,43,Full-time housewife / househusband,South,2 hours
9500,Female,44,,North Ireland,1
46743,Female,57,,Centre,2
36540,Male,59,Full-time housewife / househusband,Midlands,Less than an hour
17680,Male,49,Self-employed,Midlands,0 Hours
22462,Female,35,Employed 8-29 hours per week,Midlands,3 hours
24493,Female,47,Employed 30+ hours a week,South,Less than an hour
36403,Male,27,Employed 30+ hours a week,Midlands,2 hours
10352,Female,40,,Centre,
40954,Female,68,Retired from full-time employment (30+ hours per week),North,Less than an hour
43150,Male,41,Other,North,2 hours
12548,Male,39,Temporarily unemployed,South,Less than an hour
41280,Female,15,Other,South,2 hours
1604,Male,38,,Centre,1
44445,Male,40,Employed 30+ hours a week,North,10 hours
26426,Female,32,Full-time housewife / househusband,South,2 hours
44344,Female,22,Full-time student,South,1 hour
14247,Female,18,,North,
11347,Male,13,Full-time student,Northern Ireland,3 hours
11735,Female,46,Employed 30+ hours a week,North,2 hours
10759,Male,26,,South,4
43510,Male,17,Full-time student,South,16+ hours
25564,Male,19,Full-time student,North,16+ hours
31081,Male,51,Other,North,7 hours
49485,Male,22,Employed 30+ hours a week,Midlands,1 hour
40899,Male,31,Employed 30+ hours a week,Midlands,1 hour
37708,Male,43,Employed 30+ hours a week,South,1 hour
31700,Female,24,Employed 30+ hours a week,South,10 hours
5234,Male,69,Retired from full-time employment (30+ hours per week),North,0 Hours
11388,Female,21,Full-time student,South,1 hour
10418,Male,50,,South,
25676,Female,16,Full-time student,South,6 hours
42154,Female,42,Employed 8-29 hours per week,South,1 hour
32673,Male,49,,,1
2307,Male,59,Employed 30+ hours a week,North,Less than an hour
7534,Female,24,,North,1
34248,Female,60,Full-time housewife / househusband,South,Less than an hour
43253,Female,52,Temporarily unemployed,Northern Ireland,2 hours
10217,Male,39,,North,
19136,Female,42,Employed 30+ hours a week,North,
28086,Male,13,Temporarily unemployed,Midlands,3 hours
6904,Female,48,,South,1
44698,Female,24,Other,North,2 hours
19980,Female,30,Other,South,
49750,Female,59,Employed 30+ hours a week,South,
47874,Male,59,Self-employed,Midlands,2 hours
28456,Female,52,Full-time housewife / househusband,North,0 Hours
43864,Male,63,Employed 30+ hours a week,South,Less than an hour
29896,Male,25,Employed 30+ hours a week,South,Less than an hour
13166,Male,62,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
453,Female,20,,Centre,3
26816,Female,61,Retired from full-time employment (30+ hours per week),North,2 hours
11936,Female,51,Employed part-time less than 8 hours per week,Northern Ireland,0 Hours
50347,Female,75,Retired from self-employment,South,0 Hours
20472,Female,15,Other,South,3 hours
44001,Female,29,Employed 30+ hours a week,Midlands,Less than an hour
10773,Female,35,,Centre,
40989,Female,14,Full-time student,Midlands,1 hour
48816,Male,35,Employed 30+ hours a week,North,2 hours
1223,Male,64,,South,
367,Male,59,,Centre,6
46817,Female,40,,South,3
22841,Female,42,Employed 30+ hours a week,South,10 hours
39960,Female,48,Employed 30+ hours a week,North,2 hours
2123,Female,26,Employed 30+ hours a week,North,2 hours
21958,Female,49,Employed 30+ hours a week,North,1 hour
10059,Male,50,,South,
29678,Male,20,Full-time student,North,Less than an hour
30056,Female,21,Full-time student,South,10 hours
11155,Male,69,Retired from full-time employment (30+ hours per week),North,Less than an hour
44037,Male,15,Full-time student,South,2 hours
39090,Female,15,Part-time student,Midlands,0 Hours
2953,Male,46,Employed 30+ hours a week,South,1 hour
49922,Female,35,Full-time housewife / househusband,North,1 hour
576,Male,58,,North,0
35652,Female,32,Self-employed,South,3 hours
14167,Female,42,,South,
16575,Female,61,,Midlands,4
20192,Female,28,Employed 30+ hours a week,South,0 Hours
30804,Male,30,Temporarily unemployed,North,4 hours
27269,Male,58,Retired from full-time employment (30+ hours per week),South,Less than an hour
24959,Female,43,Employed 30+ hours a week,South,
43427,Male,72,Retired from self-employment,North,0 Hours
8214,Male,47,,Centre,
4832,Female,39,Employed 30+ hours a week,Midlands,1 hour
1893,Female,70,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
1073,Male,30,,South,1
10697,Female,54,,South,2
859,Male,53,,Centre,0
25876,Female,17,Full-time student,North,1 hour
30780,Female,32,Employed 30+ hours a week,Midlands,2 hours
10202,Female,57,,Centre,
3595,Female,35,Employed 30+ hours a week,North,5 hours
1927,Female,71,Full-time housewife / househusband,Midlands,2 hours
47911,Male,56,Employed 30+ hours a week,South,
45278,Female,62,Retired from full-time employment (30+ hours per week),North,4 hours
19366,Male,63,Self-employed,South,
16597,Female,28,,Midlands,
21203,Female,54,Retired from full-time employment (30+ hours per week),North,0 Hours
6361,Male,63,,Centre,
12277,Male,38,Employed 30+ hours a week,North,0 Hours
11178,Male,13,Full-time student,North,1 hour
8141,Male,64,,Centre,
12821,Male,33,Employed 30+ hours a week,North,1 hour
782,Female,45,,South,
14951,Male,,,North,6
32666,Male,47,,,2
41140,Female,13,Full-time student,Midlands,2 hours
12272,Male,45,Employed 30+ hours a week,North,2 hours
42638,Male,37,Employed 30+ hours a week,North,5 hours
19706,Male,64,Retired from full-time employment (30+ hours per week),Midlands,2 hours
28146,Female,22,Employed 30+ hours a week,Midlands,3 hours
31044,Male,61,Employed 8-29 hours per week,South,1 hour
6368,Female,47,,South,
47779,Male,19,Full-time student,Midlands,11 hours
2502,Male,28,Employed 30+ hours a week,Midlands,Less than an hour
2612,Female,49,Employed 30+ hours a week,North,2 hours
13167,Male,22,Employed 30+ hours a week,Midlands,5 hours
12474,Female,58,Retired from self-employment,South,0 Hours
22646,Male,47,Employed 30+ hours a week,South,2 hours
48180,Female,64,Retired from full-time employment (30+ hours per week),North,1 hour
50593,Male,58,Self-employed,South,2 hours
9374,Female,31,,South,
49701,Male,48,Employed 30+ hours a week,South,Less than an hour
4782,Female,27,Employed 30+ hours a week,Midlands,2 hours
41475,Male,54,Employed 30+ hours a week,South,0 Hours
4438,Female,43,Employed 8-29 hours per week,North,3 hours
41241,Female,14,Full-time student,South,3 hours
18452,Female,37,Employed 8-29 hours per week,North,Less than an hour
15016,Male,55,,North,
11255,Female,13,Prefer not to state,South,3 hours
20236,Male,41,Employed 30+ hours a week,Midlands,0 Hours
25087,Male,56,Self-employed,South,0 Hours
12549,Female,,Employed 30+ hours a week,South,1 hour
19404,Male,22,Full-time student,North,4 hours
28131,Male,20,Full-time student,South,8 hours
35211,Male,32,Employed 30+ hours a week,Midlands,Less than an hour
3188,Male,38,Employed 30+ hours a week,North,2 hours
3672,Female,46,Other,South,1 hour
25367,Female,19,Full-time student,South,16+ hours
50125,Female,49,Full-time housewife / househusband,North,1 hour
8348,Male,51,,North,1
46370,Male,52,,North,2
45411,Male,22,Employed 30+ hours a week,North,2 hours
32448,Male,15,,,
20645,Male,44,Employed 30+ hours a week,South,1 hour
33947,Female,54,Self-employed,South,Less than an hour
4731,Female,52,Temporarily unemployed,North,Less than an hour
46068,Female,64,,North,2
15341,Female,64,,Midlands,1
18993,Female,52,Employed 8-29 hours per week,North,0 Hours
34404,Female,28,Employed 30+ hours a week,South,6 hours
34866,Female,49,Employed 8-29 hours per week,South,4 hours
13909,Male,64,,North,1
50666,Male,38,Employed 30+ hours a week,South,1 hour
1843,Male,65,Retired from full-time employment (30+ hours per week),North,Less than an hour
40674,Female,57,Full-time housewife / househusband,North,2 hours
17445,Male,50,In unpaid employment (e.g. voluntary work),Midlands,3 hours
31821,Female,59,Employed 8-29 hours per week,South,Less than an hour
50286,Female,29,Employed 8-29 hours per week,North,Less than an hour
45681,Male,65,,Centre,1
1454,Female,43,,Centre,
19629,Female,51,Full-time housewife / househusband,Midlands,16+ hours
8993,Female,24,,South,3
23114,Female,60,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
41040,Male,66,Retired from full-time employment (30+ hours per week),South,16+ hours
36906,Female,52,Self-employed,Midlands,0 Hours
27318,Female,41,Temporarily unemployed,Midlands,0 Hours
38073,Female,43,Full-time housewife / househusband,Midlands,1 hour
44316,Female,40,Full-time housewife / househusband,Midlands,4 hours
8658,Female,39,,Centre,
28648,Female,35,Employed 8-29 hours per week,South,Less than an hour
35835,Female,41,Employed 30+ hours a week,South,1 hour
19745,Male,63,Retired from full-time employment (30+ hours per week),South,1 hour
38907,Female,24,Employed 30+ hours a week,Midlands,
36580,Female,56,Other,South,2 hours
25862,Female,42,Employed 8-29 hours per week,North,1 hour
47925,Male,34,Employed 30+ hours a week,Midlands,2 hours
37876,Male,35,Temporarily unemployed,North,5 hours
12840,Male,31,Employed 30+ hours a week,North,0 Hours
50592,Male,44,Self-employed,Midlands,Less than an hour
752,Female,24,,Centre,2
18461,Female,49,Self-employed,South,5 hours
26325,Female,53,Other,North,7 hours
13471,Male,40,Employed 30+ hours a week,Midlands,4 hours
50840,Female,43,Employed 8-29 hours per week,Midlands,Less than an hour
43276,Male,40,Employed 30+ hours a week,Midlands,2 hours
38174,Female,37,Full-time housewife / househusband,North,Less than an hour
5859,Female,22,,South,1
48505,Male,64,Retired from full-time employment (30+ hours per week),Northern Ireland,1 hour
46173,Male,16,,North,2
40903,Male,26,Employed 30+ hours a week,North,3 hours
8773,Female,53,,Centre,1
5479,Male,36,Employed 30+ hours a week,North,1 hour
14043,Male,47,,North,1
15170,Female,58,,South,
44954,Male,42,Employed 30+ hours a week,South,1 hour
36237,Female,67,Retired from self-employment,North,0 Hours
29000,Female,45,Employed 30+ hours a week,Midlands,Less than an hour
50577,Female,18,Full-time student,South,2 hours
3023,Female,,Prefer not to state,Midlands,1 hour
15160,Female,60,,Midlands,
27511,Female,37,Employed 30+ hours a week,Midlands,Less than an hour
44801,Male,39,Employed 30+ hours a week,South,4 hours
6107,Male,21,,North,3
47600,Female,24,Self-employed,North,
27952,Male,59,Employed 30+ hours a week,North,Less than an hour
7386,Female,31,,Centre,1
23468,Female,,Employed 8-29 hours per week,South,
47498,Female,54,Employed 30+ hours a week,Midlands,Less than an hour
7609,Female,14,,Centre,1
50508,Female,18,Full-time student,Midlands,7 hours
28055,Female,59,Other,Midlands,9 hours
40244,Male,28,Employed 30+ hours a week,North,1 hour
9053,Female,23,,Centre,
46946,Male,44,,North,1
40457,Female,36,Employed 30+ hours a week,North,3 hours
29624,Female,65,Employed 8-29 hours per week,North,Less than an hour
4958,Female,32,Employed 8-29 hours per week,North,0 Hours
45805,Male,14,,Centre,2
15528,Female,30,,Midlands,5
5274,Female,15,Other,Midlands,
6870,Female,53,,South,
20932,Male,40,Employed 30+ hours a week,North,Less than an hour
24537,Female,48,Employed 8-29 hours per week,Midlands,0 Hours
16546,Female,59,,Midlands,
34386,Male,50,Employed 30+ hours a week,North,
43205,Male,28,Employed 30+ hours a week,Midlands,2 hours
34243,Female,40,Employed 30+ hours a week,South,2 hours
16825,Female,23,Employed 30+ hours a week,North,1 hour
9954,Male,57,,North,
39846,Male,42,Employed 30+ hours a week,Midlands,3 hours
32577,Male,39,,,1
13681,Male,67,,South,3
39134,Male,18,Part-time student,Midlands,2 hours
16188,Female,37,,Northern Ireland,2
9476,Female,25,,Centre,2
17577,Male,18,Full-time student,North,1 hour
4219,Female,59,Employed 8-29 hours per week,South,5 hours
6438,Male,36,,North,2
30849,Female,25,Part-time student,North,0 Hours
48224,Male,53,Employed 30+ hours a week,South,8 hours
32964,Female,47,,,3
2288,Female,13,Full-time student,North,Less than an hour
10493,Male,19,,Centre,1
46154,Male,46,,North,1
41686,Male,59,Employed 30+ hours a week,North,1 hour
13284,Female,49,Prefer not to state,Midlands,2 hours
38875,Male,32,Employed 30+ hours a week,South,5 hours
28699,Male,54,Employed 30+ hours a week,Midlands,Less than an hour
1478,Female,38,,Centre,1
12024,Male,20,Full-time student,Midlands,0 Hours
15109,Male,52,,North,2
37318,Female,62,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
19329,Male,14,Prefer not to state,North,
47573,Male,13,Full-time student,Midlands,2 hours
29225,Male,52,Employed 30+ hours a week,Midlands,2 hours
29324,Female,47,Employed 8-29 hours per week,North,2 hours
11174,Male,69,Retired from full-time employment (30+ hours per week),South,1 hour
45401,Male,23,Employed 30+ hours a week,North,3 hours
33591,Female,24,In unpaid employment (e.g. voluntary work),South,1 hour
28780,Male,57,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
36942,Female,25,Full-time housewife / househusband,North,3 hours
43735,Male,45,Employed 30+ hours a week,Midlands,Less than an hour
29562,Female,36,Temporarily unemployed,North,8 hours
10399,Male,19,,Centre,5
1457,Male,44,,Centre,1
7271,Female,51,,Centre,1
38158,Male,48,Other,North,2 hours
49091,Male,28,Employed 30+ hours a week,Midlands,Less than an hour
30680,Female,35,Employed 8-29 hours per week,Midlands,7 hours
33589,Female,15,Full-time student,South,9 hours
27979,Female,13,Full-time student,North,2 hours
48786,Male,53,Employed 30+ hours a week,Midlands,1 hour
11424,Female,13,Prefer not to state,South,9 hours
4149,Male,14,Full-time student,South,3 hours
36246,Female,72,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
34940,Female,41,Employed 8-29 hours per week,North,1 hour
47118,Male,30,,North,2
39151,Male,61,Other,North,0 Hours
47827,Male,61,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
42378,Female,41,Employed 30+ hours a week,South,2 hours
36788,Male,54,Self-employed,Midlands,1 hour
30802,Male,33,Self-employed,Midlands,1 hour
49934,Male,35,Employed 30+ hours a week,Midlands,Less than an hour
15923,Female,42,,Midlands,1
30961,Female,14,Self-employed,South,3 hours
10972,Male,44,,North,1
35995,Male,28,Employed 30+ hours a week,North,Less than an hour
38272,Female,39,Employed 30+ hours a week,North,Less than an hour
41908,Female,59,Employed 30+ hours a week,Midlands,Less than an hour
47730,Female,33,Other,South,1 hour
34200,Male,45,Employed 30+ hours a week,Midlands,7 hours
786,Female,46,,Centre,1
35896,Male,36,Self-employed,South,1 hour
21836,Male,64,Retired from full-time employment (30+ hours per week),Midlands,4 hours
27641,Male,34,Employed 30+ hours a week,South,2 hours
40683,Female,58,Employed 8-29 hours per week,North,Less than an hour
30317,Male,42,Other,Midlands,4 hours
4641,Female,60,Temporarily unemployed,South,0 Hours
31775,Male,50,Employed 30+ hours a week,North,3 hours
13770,Male,18,,North,
30691,Male,21,Employed 8-29 hours per week,South,3 hours
9813,Male,32,,North,1
449,Female,38,,Centre,2
14320,Male,47,,North,
37355,Female,52,Employed 30+ hours a week,North,2 hours
21350,Female,75,Retired from full-time employment (30+ hours per week),Northern Ireland,2 hours
7479,Male,82,,South,
14307,Female,51,,North,
6969,Female,25,,Centre,5
9131,Female,34,,South,1
239,Male,19,,Centre,
33130,Female,25,,,0
8085,Male,58,,Centre,4
7961,Male,35,,North,
49062,Male,31,Employed 30+ hours a week,North,4 hours
47162,Male,19,,Centre,3
34955,Female,39,Other,North,16 hours
39712,Female,52,Employed 30+ hours a week,Northern Ireland,Less than an hour
32310,Female,24,,,
31656,Female,37,Employed 8-29 hours per week,North,2 hours
31140,Male,61,In unpaid employment (e.g. voluntary work),South,0 Hours
30541,Female,25,Employed 8-29 hours per week,North,1 hour
15556,Female,33,,North,1
26679,Male,59,Temporarily unemployed,Midlands,0 Hours
9894,Male,62,,Centre,2
50407,Female,23,Employed part-time less than 8 hours per week,South,
44171,Female,38,Employed 30+ hours a week,North,Less than an hour
20245,Male,30,Employed 30+ hours a week,North,Less than an hour
36034,Male,41,Employed 30+ hours a week,North,0 Hours
35075,Male,37,Employed 30+ hours a week,Midlands,4 hours
20728,Male,52,Self-employed,South,1 hour
20360,Female,25,Employed 8-29 hours per week,North,2 hours
28650,Male,18,Employed 30+ hours a week,South,
50140,Female,42,Full-time housewife / househusband,Midlands,Less than an hour
43593,Female,14,Full-time student,North,2 hours
37105,Female,62,Retired from full-time employment (30+ hours per week),Midlands,
31564,Male,44,Employed 30+ hours a week,South,Less than an hour
34303,Female,23,In unpaid employment (e.g. voluntary work),Midlands,1 hour
11295,Female,44,Employed 30+ hours a week,North,2 hours
26845,Female,27,Self-employed,South,2 hours
7983,Male,57,,North,
9334,Female,54,,South,
38386,Male,14,Full-time student,Midlands,2 hours
43828,Male,25,Employed 30+ hours a week,Midlands,
12087,Male,62,Temporarily unemployed,North,1 hour
6910,Female,58,,North,1
39001,Female,25,Full-time student,Midlands,2 hours
18844,Female,32,Employed 30+ hours a week,Midlands,2 hours
11832,Female,37,Full-time housewife / househusband,Midlands,1 hour
4372,Male,62,Employed 30+ hours a week,Midlands,1 hour
34563,Male,16,Part-time student,Midlands,
41503,Female,63,Retired from full-time employment (30+ hours per week),South,0 Hours
4041,Male,24,Employed 30+ hours a week,South,0 Hours
35706,Female,54,Temporarily unemployed,South,2 hours
38681,Male,16,Full-time student,South,15 hours
12800,Female,35,Employed 30+ hours a week,Midlands,1 hour
1373,Male,28,,Centre,1
19818,Female,25,Full-time student,Midlands,0 Hours
48417,Female,62,Retired from full-time employment (30+ hours per week),South,0 Hours
45671,Male,67,,South,3
38850,Male,64,Retired from full-time employment (30+ hours per week),North,2 hours
34942,Female,40,Full-time housewife / househusband,Midlands,2 hours
2711,Male,50,Other,North,
36913,Male,46,Employed 30+ hours a week,Midlands,2 hours
42880,Male,23,Full-time student,North,1 hour
27867,Male,19,Full-time student,Midlands,2 hours
38260,Female,26,Employed part-time less than 8 hours per week,North,0 Hours
13121,Male,54,Employed 30+ hours a week,South,Less than an hour
3460,Male,62,Self-employed,Midlands,16+ hours
45961,Male,49,,North,4
6543,Male,57,,North,2
9834,Male,39,,North,
9931,Male,58,,North,
3276,Male,44,Employed 30+ hours a week,North,Less than an hour
23284,Female,21,Employed 30+ hours a week,South,16+ hours
10435,Male,19,,North,4
48528,Female,51,Employed 8-29 hours per week,Midlands,1 hour
9106,Female,47,,North,
10523,Female,24,,Centre,
19982,Female,38,Full-time housewife / househusband,North,2 hours
46870,Female,36,,North,2
41266,Female,16,Full-time student,Midlands,
27173,Female,32,Full-time housewife / househusband,South,6 hours
17112,Female,38,Other,North,
21257,Male,25,Full-time student,Midlands,3 hours
17200,Male,22,Employed 30+ hours a week,North,0 Hours
26826,Female,49,Employed 8-29 hours per week,North,
34130,Male,45,Self-employed,North,1 hour
19703,Female,38,Employed 30+ hours a week,South,1 hour
13434,Male,47,Other,North,1 hour
16357,Male,42,,South,
38300,Male,43,Employed 30+ hours a week,North,2 hours
9316,Male,48,,South,1
8048,Female,39,,North,
26517,Male,23,Other,North,0 Hours
28417,Male,19,Full-time student,North,1 hour
13356,Female,42,Employed 8-29 hours per week,North,0 Hours
2115,Male,64,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
42776,Female,23,Full-time housewife / househusband,North,2 hours
11251,Female,14,Employed 30+ hours a week,North,2 hours
47611,Female,16,Full-time student,South,3 hours
29239,Male,51,Employed 30+ hours a week,South,16+ hours
28060,Female,55,Retired from full-time employment (30+ hours per week),Midlands,2 hours
6883,Female,36,,Centre,1
44767,Female,52,Employed 30+ hours a week,South,
29801,Female,58,Employed 30+ hours a week,Midlands,4 hours
34080,Female,37,Full-time housewife / househusband,Midlands,3 hours
27594,Male,30,Employed 30+ hours a week,North,Less than an hour
14416,Male,29,,South,1
42603,Male,28,Employed 30+ hours a week,North,1 hour
50900,Female,30,Employed 30+ hours a week,Midlands,1 hour
46438,Female,59,,Centre,1
42396,Male,31,Self-employed,North,5 hours
38978,Male,20,Full-time student,South,3 hours
5858,Male,19,,North,3
25328,Male,34,Employed 30+ hours a week,Midlands,2 hours
37546,Male,18,Full-time student,Midlands,
1562,Male,36,,Centre,
34334,Male,48,Employed 30+ hours a week,South,2 hours
8042,Male,47,,Centre,2
8490,Male,37,,Centre,2
14911,Male,57,,South,0
46778,Male,44,,Centre,1
33920,Male,52,Self-employed,South,3 hours
18011,Male,63,Retired from self-employment,South,Less than an hour
33167,Male,19,,,2
30016,Male,19,Full-time student,Midlands,1 hour
47949,Male,48,Temporarily unemployed,South,Less than an hour
27280,Male,62,Retired from full-time employment (30+ hours per week),South,2 hours
43834,Male,15,Full-time student,South,2 hours
39137,Male,33,Employed 30+ hours a week,North,1 hour
28032,Female,19,Full-time student,Midlands,1 hour
6337,Male,42,,Centre,2
42843,Male,19,Employed 30+ hours a week,North,2 hours
9377,Female,62,,Centre,1
42389,Female,41,Employed 8-29 hours per week,South,5 hours
15907,Male,58,,North,0
8170,Male,35,,Centre,1
43464,Male,15,Full-time student,Midlands,3 hours
22196,Male,46,Self-employed,South,3 hours
49965,Male,30,Employed 30+ hours a week,North,1 hour
39472,Male,55,Employed 30+ hours a week,South,0 Hours
35200,Female,13,Full-time student,Midlands,2 hours
44082,Female,60,Retired from full-time employment (30+ hours per week),South,3 hours
3537,Male,35,Employed 30+ hours a week,North,Less than an hour
11052,Female,14,Full-time student,North,14 hours
29349,Male,46,Employed 30+ hours a week,South,1 hour
10363,Female,27,,Centre,2
50638,Female,37,Employed 30+ hours a week,North,1 hour
43539,Female,14,Full-time student,Midlands,Less than an hour
34722,Female,27,Other,South,2 hours
28526,Female,57,Retired from full-time employment (30+ hours per week),Northern Ireland,1 hour
31884,Male,20,Full-time student,North,3 hours
9483,Female,36,,South,3
49090,Female,28,Employed 30+ hours a week,Midlands,6 hours
4976,Male,46,Employed 30+ hours a week,North,3 hours
701,Female,48,,South,0
1430,Female,44,,North,2
48808,Male,48,Employed 30+ hours a week,Midlands,Less than an hour
10303,Female,32,,South,
18609,Male,31,Employed 30+ hours a week,Midlands,1 hour
13883,Female,20,,Northern Ireland,1
19538,Female,40,Employed 30+ hours a week,Midlands,1 hour
31249,Male,23,Employed 8-29 hours per week,South,2 hours
3901,Male,39,Employed 30+ hours a week,South,3 hours
16710,Male,72,Retired from full-time employment (30+ hours per week),South,
5328,Female,58,Temporarily unemployed,Midlands,
2116,Male,22,Temporarily unemployed,South,
7204,Male,25,,North,2
24815,Male,63,Retired from full-time employment (30+ hours per week),Midlands,2 hours
10936,Female,74,,South,
40133,Female,20,Temporarily unemployed,Midlands,5 hours
42785,Male,18,Employed 30+ hours a week,North,5 hours
31918,Male,43,In unpaid employment (e.g. voluntary work),Midlands,3 hours
7551,Female,13,,South,3
44466,Male,20,Full-time student,Midlands,8 hours
42689,Female,28,Employed 30+ hours a week,Midlands,3 hours
7132,Female,43,,South,1
10995,Female,41,,North,2
250,Male,19,,South,2
16066,Male,62,,South,
13429,Male,23,Employed 8-29 hours per week,South,2 hours
35000,Male,42,Employed 30+ hours a week,Midlands,4 hours
34021,Female,26,Employed 30+ hours a week,Midlands,1 hour
35078,Male,24,Employed 30+ hours a week,North,
9445,Female,53,,North,
11583,Male,48,Employed 30+ hours a week,Midlands,2 hours
38270,Female,42,Employed 30+ hours a week,North,2 hours
4850,Male,51,Employed 30+ hours a week,Midlands,Less than an hour
46974,Male,31,,South,1
12319,Male,38,Employed 30+ hours a week,North,5 hours
48188,Male,58,Retired from full-time employment (30+ hours per week),South,1 hour
15682,Female,53,,North,1
20515,Male,22,Full-time student,North,16+ hours
13085,Female,31,Full-time housewife / househusband,Midlands,Less than an hour
24471,Female,29,Full-time housewife / househusband,North,3 hours
9153,Male,29,,South,2
20143,Female,37,Employed 30+ hours a week,North,1 hour
34924,Male,39,Employed 30+ hours a week,Midlands,2 hours
49901,Male,26,Employed 8-29 hours per week,South,16+ hours
46137,Male,52,,North,1
49136,Male,72,Retired from full-time employment (30+ hours per week),South,Less than an hour
15564,Female,,,North,4
26644,Female,49,Full-time housewife / househusband,South,2 hours
41667,Female,45,Employed 30+ hours a week,South,3 hours
39909,Male,26,Full-time student,Midlands,1 hour
43691,Female,35,Full-time housewife / househusband,South,Less than an hour
15818,Female,49,,North,
33362,Male,71,Retired from full-time employment (30+ hours per week),North,0 Hours
48277,Male,38,Employed 30+ hours a week,South,2 hours
37474,Female,51,Employed 8-29 hours per week,South,1 hour
13382,Female,56,Other,Midlands,3 hours
36771,Male,53,Employed 30+ hours a week,Midlands,1 hour
40612,Female,47,Temporarily unemployed,Midlands,Less than an hour
34229,Male,45,Employed 30+ hours a week,North,Less than an hour
30233,Male,19,Full-time student,South,2 hours
24401,Male,14,Full-time student,Midlands,16+ hours
47983,Male,52,Employed 30+ hours a week,South,1 hour
22495,Male,55,Employed 30+ hours a week,Midlands,8 hours
2863,Female,37,Employed 8-29 hours per week,South,4 hours
37957,Male,34,Full-time housewife / househusband,Midlands,4 hours
48649,Male,25,Temporarily unemployed,South,Less than an hour
18231,Female,49,Self-employed,North,1 hour
882,Male,45,,South,0
48824,Female,60,Retired from full-time employment (30+ hours per week),North,Less than an hour
31271,Male,24,Employed 30+ hours a week,South,3 hours
16391,Male,38,,North,4
18786,Female,47,Other,North,0 Hours
50586,Male,19,Full-time student,Midlands,10 hours
26819,Female,64,Retired from full-time employment (30+ hours per week),North,4 hours
10264,Female,44,,North Ireland,0
19790,Male,41,Self-employed,Midlands,2 hours
29127,Female,34,Full-time housewife / househusband,South,Less than an hour
6130,Male,45,,North,8
49963,Female,49,Employed 8-29 hours per week,North,4 hours
24988,Female,80,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
2111,Male,59,Employed 30+ hours a week,North,2 hours
8155,Female,39,,South,3
36999,Female,64,Employed part-time less than 8 hours per week,North,1 hour
34571,Female,26,Other,South,Less than an hour
7373,Male,32,,Centre,
11412,Male,13,Full-time student,Midlands,Less than an hour
29680,Male,67,Retired from full-time employment (30+ hours per week),Midlands,1 hour
42896,Female,24,Employed 30+ hours a week,North,2 hours
35330,Female,21,Full-time student,North,2 hours
40818,Female,29,Employed 30+ hours a week,North,2 hours
9896,Female,30,,North,0
3986,Male,20,Full-time student,South,2 hours
13941,Male,15,,Midlands,4
22681,Female,35,Self-employed,North,1 hour
7585,Female,20,,Centre,
33744,Female,54,Employed 30+ hours a week,South,4 hours
3923,Female,,Other,South,3 hours
48087,Female,50,Full-time housewife / househusband,Midlands,
11042,Female,66,Retired from full-time employment (30+ hours per week),North,10 hours
116,Female,72,,South,
28190,Female,29,Employed 30+ hours a week,Midlands,Less than an hour
17363,Female,22,Full-time student,North,1 hour
44041,Male,13,Full-time student,South,2 hours
2537,Male,57,Employed 30+ hours a week,South,Less than an hour
206,Male,22,,Centre,2
5423,Female,35,Full-time housewife / househusband,South,1 hour
19526,Female,18,Full-time student,North,2 hours
20915,Female,37,Employed 30+ hours a week,North,2 hours
20111,Female,49,Self-employed,Midlands,2 hours
19485,Male,61,Retired from full-time employment (30+ hours per week),South,Less than an hour
42572,Female,44,Employed 30+ hours a week,North,0 Hours
16968,Female,17,Full-time housewife / househusband,Midlands,1 hour
45777,Male,31,,North,5
7735,Female,22,,Centre,
16783,Male,18,Full-time student,Midlands,0 Hours
19422,Female,62,Full-time housewife / househusband,Midlands,0 Hours
42967,Male,63,Retired from self-employment,South,Less than an hour
19527,Female,24,Prefer not to state,North,4 hours
27916,Male,14,Full-time student,South,1 hour
46147,Male,22,,South,3
8638,Male,25,,North Ireland,0
9205,Male,45,,North,
1410,Female,50,,Centre,
32909,Male,45,,,
30075,Female,40,Employed 30+ hours a week,South,Less than an hour
38865,Female,45,Employed 30+ hours a week,Midlands,1 hour
10348,Female,29,,Centre,3
43638,Female,40,Full-time housewife / househusband,South,Less than an hour
21316,Male,17,Full-time student,Midlands,6 hours
21103,Male,41,Full-time housewife / househusband,North,2 hours
5339,Male,38,Self-employed,North,Less than an hour
